Unnamed: 0,Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price,Car_Age,Market_Segment
0,AUDI,A1,2016,990.0,Automatic,Petrol,99000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,100.0,9,2
1,AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,97.0,8,2
2,AUDI,A1,2018,1000.0,Automatic,Petrol,77000.0,Dehiwala-Mount-Lavinia,2025-01-23,No Leasing,USED,Available,Available,Available,Available,98.5,7,2
3,AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Negombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,107.0,8,2
4,AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,99.5,8,2
5,AUDI,A1,2018,1500.0,Automatic,Petrol,77000.0,Colombo,2024-12-16,No Leasing,USED,Available,Available,Available,Available,91.375,7,2
6,AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Matara,2024-12-11,No Leasing,USED,Available,Available,Available,Available,104.0,8,2
7,AUDI,A1 RS,2016,1000.0,Automatic,Petrol,99000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,105.0,9,2
8,AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Nugegoda,2025-02-05,No Leasing,USED,Available,Available,Available,Available,139.0,7,0
9,AUDI,A3,2018,1750.0,Automatic,Petrol,77000.0,Gampaha,2025-01-31,No Leasing,USED,Available,Available,Available,Available,139.0,7,0
10,AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Anuradapura,2025-01-23,No Leasing,USED,Available,Available,Available,Available,139.0,7,0
11,AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Kandy,2025-01-20,No Leasing,USED,Available,Available,Available,Available,139.0,7,0
12,AUDI,A3 S LINE,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,178.0,7,0
13,AUDI,A3 S LINE,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,178.0,7,0
14,AUDI,A3 S-LINE,2018,999.0,Automatic,Petrol,77000.0,Ambalangoda,2024-12-24,No Leasing,USED,Available,Available,Available,Available,145.0,7,0
15,AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,125.0,8,0
16,AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,142.5,8,0
17,AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-01-03,No Leasing,USED,Available,Available,Available,Available,165.0,8,0
18,AUDI,A3 TFSI,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-16,No Leasing,USED,Available,Available,Available,Available,149.5,7,0
19,AUDI,A3 TFSI,2015,1899.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-10,No Leasing,USED,Available,Available,Available,Available,159.0,10,0
20,AUDI,A3 TFSI,2015,1500.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-09,No Leasing,USED,Available,Available,Available,Available,159.0,10,0
21,AUDI,A4,2001,1900.0,Manual,Diesel,264000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,38.8,24,1
22,AUDI,A4,2010,1800.0,Automatic,Petrol,165000.0,Kotte,2025-02-03,No Leasing,USED,Available,Available,Available,Available,118.0,15,2
23,AUDI,A4,2019,1400.0,Automatic,Petrol,66000.0,Battaramulla,2025-01-29,No Leasing,USED,Available,Available,Available,Available,225.0,6,0
24,AUDI,A4,2011,2000.0,Automatic,Petrol,154000.0,Colombo,2025-01-18,Ongoing Lease,USED,Available,Available,Available,Available,125.0,14,2
25,AUDI,A4,2012,2000.0,Automatic,Diesel,143000.0,Kandana,2025-01-15,No Leasing,USED,Available,Available,Available,Available,169.0,13,0
26,AUDI,A4,1999,1900.0,Manual,Diesel,286000.0,Anuradapura,2025-01-09,No Leasing,USED,Available,Available,Available,Available,31.5,26,1
27,AUDI,A4,2003,1800.0,Automatic,Petrol,242000.0,Moratuwa,2025-01-06,No Leasing,USED,Available,Available,Available,Available,53.6,22,1
28,AUDI,A4,2011,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,108.0,14,2
29,AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Wattala,2025-01-21,No Leasing,USED,Available,Available,Available,Available,139.0,13,0
30,AUDI,A4,2016,2000.0,Automatic,Petrol,99000.0,Kiribathgoda,2025-01-21,No Leasing,USED,Available,Available,Available,Available,210.0,9,0
31,AUDI,A4,2011,2000.0,Automatic,Diesel,154000.0,Kegalle,2024-12-28,No Leasing,USED,Available,Available,Available,Available,116.5,14,2
32,AUDI,A4,2010,1800.0,Automatic,Petrol,165000.0,Gampaha,2024-12-26,No Leasing,USED,Available,Available,Available,Available,100.0,15,2
33,AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Not_Available,145.0,13,0
34,AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Homagama,2024-12-15,No Leasing,USED,Available,Available,Available,Available,155.0,13,0
35,AUDI,A4 1.9 TDI,2001,1900.0,Manual,Diesel,264000.0,Kotte,2025-01-16,No Leasing,USED,Available,Available,Available,Available,5.0,24,1
36,AUDI,A4 B8,2011,1800.0,Automatic,Petrol,154000.0,Weligama,2025-01-25,No Leasing,USED,Available,Available,Available,Available,112.0,14,2
37,AUDI,A4 RS4 CONVERSION,2012,1800.0,Automatic,Petrol,143000.0,Kegalle,2024-12-10,No Leasing,USED,Available,Available,Available,Available,140.0,13,0
38,AUDI,A4 S LINE,2016,1600.0,Automatic,Petrol,99000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,215.0,9,0
39,AUDI,A4 S LINE,2010,1800.0,Automatic,Petrol,165000.0,Galle,2025-01-10,No Leasing,USED,Available,Available,Available,Available,102.0,15,2
40,AUDI,A5,2018,1400.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,316.5,7,0
41,AUDI,A5,2014,2000.0,Automatic,Petrol,121000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,220.0,11,0
42,AUDI,A6,2011,2000.0,Automatic,Petrol,154000.0,Nugegoda,2025-02-03,No Leasing,USED,Available,Available,Available,Available,114.9,14,2
43,AUDI,A6,2013,2000.0,Automatic,Petrol,132000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,180.0,12,0
44,AUDI,A6,2012,2000.0,Automatic,Petrol,143000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,149.0,13,0
45,AUDI,A6,2013,2000.0,Automatic,Diesel,132000.0,Ratnapura,2025-01-05,No Leasing,USED,Available,Available,Available,Available,180.0,12,0
46,AUDI,A6,2001,1900.0,Manual,Diesel,264000.0,Hambantota,2025-01-27,No Leasing,USED,Available,Available,Available,Available,48.0,24,1
47,AUDI,A6,2013,2000.0,Automatic,Petrol,132000.0,Gampaha,2024-12-31,No Leasing,USED,Available,Available,Available,Available,180.0,12,0
48,AUDI,A6,2003,2000.0,Manual,Diesel,242000.0,Colombo,2024-12-27,No Leasing,USED,Available,Available,Available,Available,48.5,22,1
49,AUDI,A6 S LINE,2010,2000.0,Automatic,Petrol,165000.0,Dehiwala-Mount-Lavinia,2025-02-01,No Leasing,USED,Available,Available,Available,Available,117.5,15,2
50,AUDI,A6 S LINE,2016,1800.0,Automatic,Petrol,99000.0,Colombo,2025-01-12,No Leasing,USED,Available,Available,Available,Available,248.0,9,0
51,AUDI,A6 T1.8,2004,1800.0,Automatic,Petrol,231000.0,Nittambuwa,2025-01-03,No Leasing,USED,Available,Available,Available,Available,16.95,21,1
52,AUDI,A6 TFSI,2017,1800.0,Automatic,Petrol,88000.0,Moratuwa,2025-01-24,No Leasing,USED,Available,Available,Available,Available,256.5,8,0
53,AUDI,A8L,2013,3000.0,Automatic,Diesel,132000.0,Maharagama,2025-01-03,No Leasing,USED,Available,Available,Available,Available,25.0,12,2
54,AUDI,A8L,2013,3000.0,Automatic,Hybrid,132000.0,Colombo,2024-12-31,No Leasing,USED,Available,Available,Available,Available,25.0,12,2
55,AUDI,Q4,2024,1500.0,Automatic,Electric,11000.0,Gampola,2025-01-12,No Leasing,NEW,Available,Available,Available,Available,475.0,1,0
56,AUSTIN,CAMBRIDGE,1960,1500.0,Manual,Petrol,715000.0,Kuliyapitiya,2024-12-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.75,65,3
57,AUSTIN,COOPER S,1998,1300.0,Automatic,Petrol,297000.0,Colombo,2024-12-08,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5,27,1
58,AUSTIN,MINI,1960,1300.0,Automatic,Petrol,715000.0,Colombo,2024-12-29,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,25.0,65,3
59,AUSTIN,MINI COOPER,1980,1300.0,Manual,Petrol,495000.0,Minuwangoda,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5,45,3
60,AUSTIN,MINI COOPER,1969,1300.0,Automatic,Petrol,616000.0,Matara,2025-02-03,No Leasing,USED,Available,Available,Available,Available,24.9,56,3
61,AUSTIN,MINI COOPER,1969,1300.0,Manual,Petrol,616000.0,Gampaha,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.5,56,3
62,AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-15,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0,28,1
63,AUSTIN,MINI COOPER,1995,1300.0,Manual,Petrol,330000.0,Horana,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,26.5,30,1
64,AUSTIN,MINI COOPER,1960,1300.0,Manual,Petrol,715000.0,Mawanella,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95,65,3
65,AUSTIN,MINI COOPER,1969,1275.0,Manual,Petrol,616000.0,Ambalangoda,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.0,56,3
66,AUSTIN,MINI COOPER,1980,1300.0,Manual,Petrol,495000.0,Kandy,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0,45,3
67,AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kaduwela,2025-01-19,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0,28,1
68,AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0,28,1
69,AUSTIN,MINI COOPER,1980,1000.0,Manual,Petrol,495000.0,Gampaha,2024-12-23,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5,45,3
70,AUSTIN,MINI COOPER,1970,1300.0,Manual,Petrol,605000.0,Kandy,2024-12-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.25,55,3
71,AUSTIN,MINI COOPER,1969,1300.0,Automatic,Petrol,616000.0,Matara,2024-12-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.5,56,3
72,AUSTIN,MORRIS MINI COOPER,1961,1275.0,Manual,Petrol,704000.0,Kandy,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,38.0,64,3
73,BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Kurunegala,2025-02-04,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.75,6,2
74,BAJAJ,QUTE,2018,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5,7,2
75,BAJAJ,QUTE,2018,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Available,Available,Available,Not_Available,10.5,7,2
76,BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Colombo,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.78125,6,2
77,BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Galle,2024-12-15,No Leasing,USED,Not_Available,Not_Available,Available,Not_Available,12.25,6,2
78,BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Mullaitivu,2024-12-11,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5,6,2
79,BMW,116I,2013,1600.0,Automatic,Petrol,132000.0,Colombo,2025-02-02,No Leasing,USED,Available,Available,Available,Available,160.0,12,0
80,BMW,316I,2014,1600.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2025-01-25,No Leasing,USED,Available,Available,Available,Available,169.0,11,0
81,BMW,316I E30,1990,1600.0,Manual,Petrol,385000.0,Kuliyapitiya,2025-01-23,No Leasing,USED,Available,Available,Available,Available,39.0,35,3
82,BMW,316I SPORTS,2015,1600.0,Automatic,Petrol,110000.0,Kottawa,2025-01-23,No Leasing,USED,Available,Available,Available,Available,178.0,10,0
83,BMW,318I,2017,1500.0,Automatic,Petrol,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Not_Available,Available,Available,220.0,8,0
84,BMW,318I,2016,1500.0,Automatic,Petrol,99000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,205.0,9,0
85,BMW,318I,2018,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-27,No Leasing,USED,Available,Available,Available,Available,271.25,7,0
86,BMW,318I,2016,1500.0,Automatic,Petrol,99000.0,Kandana,2025-01-03,No Leasing,USED,Available,Available,Available,Available,210.0,9,0
87,BMW,318I LUXURY LINE,2018,1500.0,Automatic,Petrol,77000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,218.75,7,0
88,BMW,318I M SPORT,2018,1499.0,Automatic,Petrol,77000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,250.0,7,0
89,BMW,318I M SPORT,2018,1500.0,Automatic,Petrol,77000.0,Kesbewa,2025-01-20,No Leasing,USED,Available,Available,Available,Available,250.0,7,0
90,BMW,318I M SPORT AUSTRALIAN,2018,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,280.0,7,0
91,BMW,318I M SPORT AUSTRALIAN,2018,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,280.0,7,0
92,BMW,318I M SPORT SHADOW,2018,1500.0,Automatic,Petrol,77000.0,Boralesgamuwa,2025-02-02,No Leasing,USED,Available,Available,Available,Available,275.0,7,0
93,BMW,318I MSPORT,2017,1500.0,Automatic,Petrol,88000.0,Negombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,225.0,8,0
94,BMW,318I SHADOW EDITION,2018,1500.0,Automatic,Petrol,77000.0,Moratuwa,2024-12-14,No Leasing,USED,Available,Available,Available,Available,280.0,7,0
95,BMW,320D,2011,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,295.75,14,0
96,BMW,320D,2000,2000.0,Manual,Diesel,275000.0,Kelaniya,2025-01-27,No Leasing,USED,Available,Available,Available,Available,54.5,25,1
97,BMW,320D,2011,2000.0,Automatic,Diesel,154000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,119.5,14,2
98,BMW,320D,2013,2000.0,Automatic,Diesel,132000.0,Kurunegala,2025-01-20,No Leasing,USED,Available,Available,Available,Available,190.0,12,0
99,BMW,320D,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Available,180.0,12,0
100,BMW,320D SPORTS,2013,2000.0,Automatic,Diesel,132000.0,Kandy,2025-02-05,No Leasing,USED,Available,Available,Available,Available,179.0,12,0
101,BMW,320I,2007,1990.0,Automatic,Petrol,198000.0,Gampaha,2025-01-14,No Leasing,USED,Available,Available,Available,Available,115.0,18,2
102,BMW,320I,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,115.0,18,2
103,BMW,320I,2007,2000.0,Automatic,Petrol,198000.0,Galle,2024-12-15,No Leasing,USED,Available,Available,Available,Available,115.0,18,2
104,BMW,320I E90,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-29,No Leasing,USED,Available,Available,Available,Available,115.0,18,2
105,BMW,320I E90,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-26,No Leasing,USED,Available,Available,Available,Available,115.0,18,2
106,BMW,320I E90,2010,1997.0,Automatic,Petrol,165000.0,Gampaha,2025-01-03,No Leasing,USED,Available,Available,Available,Available,123.125,15,2
107,BMW,320I E90,2006,2000.0,Manual,Petrol,209000.0,Colombo,2024-12-19,No Leasing,USED,Available,Available,Available,Available,116.0,19,2
108,BMW,420D,2015,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,350.0,10,0
109,BMW,430I GRAN COUPE,2017,2000.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-03,No Leasing,USED,Available,Available,Available,Available,450.0,8,0
110,BMW,520,2012,2000.0,Automatic,Diesel,143000.0,Wennappuwa,2025-01-10,No Leasing,USED,Available,Available,Available,Available,228.0,13,0
111,BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,245.0,13,0
112,BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Anuradapura,2025-02-05,No Leasing,USED,Available,Available,Available,Available,220.0,13,0
113,BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Kuliyapitiya,2025-02-02,No Leasing,USED,Available,Available,Available,Available,212.0,13,0
114,BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Dehiwala-Mount-Lavinia,2025-02-02,No Leasing,USED,Available,Available,Available,Available,264.0,12,0
115,BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Malabe,2025-01-31,No Leasing,USED,Available,Available,Available,Available,225.0,13,0
116,BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-28,No Leasing,USED,Available,Available,Available,Available,264.0,12,0
117,BMW,520D,2015,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-24,No Leasing,USED,Available,Available,Available,Available,330.0,10,0
118,BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Wattala,2025-01-24,No Leasing,USED,Available,Available,Available,Available,198.0,13,0
119,BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Battaramulla,2025-01-05,No Leasing,USED,Available,Available,Available,Available,258.0,12,0
120,BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Matara,2024-12-25,No Leasing,USED,Available,Available,Available,Available,220.0,13,0
121,BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Galle,2024-12-18,Ongoing Lease,USED,Available,Available,Available,Available,270.0,12,0
122,BMW,520D 3 OPTION,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-09,No Leasing,USED,Available,Available,Available,Available,238.0,12,0
123,BMW,520D M SPORT,2015,2000.0,Automatic,Diesel,110000.0,Kandy,2025-01-30,No Leasing,USED,Available,Available,Available,Available,360.0,10,0
124,BMW,520D MSPORT,2012,1995.0,Automatic,Diesel,143000.0,Dankotuwa,2025-02-03,No Leasing,USED,Available,Available,Available,Available,218.00002,13,0
125,BMW,520I,2005,2000.0,Automatic,Petrol,220000.0,Kottawa,2025-01-29,No Leasing,USED,Available,Available,Available,Available,100.0,20,2
126,BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Welisara,2025-01-17,No Leasing,USED,Available,Available,Available,Available,178.0,14,0
127,BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Kegalle,2024-12-07,No Leasing,USED,Available,Available,Available,Available,175.0,14,0
128,BMW,525 E,1974,2000.0,Manual,Diesel,561000.0,Panadura,2024-12-17,No Leasing,USED,Available,Available,Available,Not_Available,14.5,51,3
129,BMW,530E,2017,1990.0,Automatic,Hybrid,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5,8,0
130,BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5,8,0
131,BMW,530E,2017,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-26,No Leasing,USED,Available,Available,Available,Available,364.5,8,0
132,BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,364.5,8,0
133,BMW,530I M SPORT,2017,2200.0,Automatic,Petrol,88000.0,Colombo,2024-12-07,No Leasing,USED,Available,Not_Available,Available,Available,460.0,8,0
134,BMW,535I,2011,3000.0,Automatic,Petrol,154000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,185.0,14,0
135,BMW,730 LI,2006,3000.0,Automatic,Petrol,209000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,175.0,19,0
136,BMW,730IL,2011,3000.0,Automatic,Petrol,154000.0,Colombo,2024-12-04,No Leasing,USED,Available,Available,Available,Available,275.0,14,0
137,BMW,730L ACTIVEHYBRID 7,2014,3000.0,Automatic,Hybrid,121000.0,Colombo,2025-01-18,No Leasing,USED,Available,Available,Available,Available,285.0,11,0
138,BMW,740LE M SPORT,2016,2000.0,Automatic,Petrol,99000.0,Matale,2025-01-16,No Leasing,USED,Available,Available,Available,Available,575.0,9,0
139,BMW,DE90,2011,2000.0,Automatic,Diesel,154000.0,Homagama,2025-01-28,No Leasing,USED,Available,Available,Available,Available,127.0,14,2
140,BMW,E 30,1988,1800.0,Manual,Petrol,407000.0,Polonnaruwa,2025-02-03,No Leasing,USED,Available,Available,Available,Available,28.5,37,3
141,BMW,E 36 318I,1993,1800.0,Manual,Petrol,352000.0,Hambantota,2025-01-23,Ongoing Lease,USED,Available,Available,Available,Available,45.0,32,3
142,BMW,E30 316I,1991,1590.0,Manual,Petrol,374000.0,Horana,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.0,34,3
143,BMW,E34,1990,1796.0,Manual,Petrol,385000.0,Gampaha,2024-12-10,No Leasing,USED,Available,Available,Available,Available,29.5,35,3
144,BMW,E39,2002,2500.0,Automatic,Petrol,253000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,85.0,23,1
145,BMW,E46 318I,2002,1980.0,Manual,Petrol,253000.0,Kandy,2025-01-23,No Leasing,USED,Available,Available,Available,Available,65.0,23,1
146,BMW,E46 320D,2000,2500.0,Manual,Diesel,275000.0,Homagama,2025-01-31,No Leasing,USED,Available,Available,Available,Available,62.5,25,1
147,BMW,E60 530I,2004,3000.0,Automatic,Petrol,231000.0,Dehiwala-Mount-Lavinia,2024-12-05,No Leasing,USED,Available,Available,Available,Available,95.0,21,1
148,BMW,G30 530I,2017,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,380.0,8,0
149,BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,167.0,9,0
150,BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-01-04,No Leasing,USED,Available,Available,Available,Available,167.0,9,0
151,BMW,I8 COUPE,2018,2990.0,Automatic,Hybrid,77000.0,Kurunegala,2025-02-02,No Leasing,USED,Available,Available,Available,Available,349.0,7,0
152,BMW,LUXURY LINE,2017,1500.0,Automatic,Petrol,88000.0,Colombo,2024-12-20,No Leasing,USED,Available,Available,Available,Available,225.0,8,0
153,BMW,M SPORT,2018,2000.0,Automatic,Petrol,77000.0,Moratuwa,2025-01-14,No Leasing,USED,Available,Available,Available,Available,425.0,7,0
154,BMW,M2351,2014,3000.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2024-12-21,No Leasing,USED,Available,Available,Not_Available,Available,355.0,11,0
155,BMW,M5 4400,2012,4400.0,Automatic,Petrol,143000.0,Colombo,2025-01-17,No Leasing,USED,Available,Available,Available,Available,350.0,13,0
156,BMW,MINI COOPER,2020,1200.0,Automatic,Petrol,55000.0,Colombo,2025-01-05,No Leasing,USED,Available,Available,Available,Available,149.5,5,0
157,BMW,MINI COOPER S,2007,1590.0,Automatic,Petrol,198000.0,Wattala,2024-12-17,No Leasing,USED,Available,Available,Available,Available,89.5,18,2
158,BMW,MINI COORPER,2015,1600.0,Manual,Petrol,110000.0,Mawanella,2025-02-03,No Leasing,USED,Available,Available,Available,Available,105.0,10,2
159,BYD,SEAL,2024,1500.0,Automatic,Electric,11000.0,Dehiwala-Mount-Lavinia,2025-02-05,No Leasing,NEW,Available,Available,Available,Available,394.5,1,0
160,CHERY,CHERY,2015,1000.0,Manual,Petrol,110000.0,Chilaw,2025-01-30,No Leasing,USED,Available,Available,Available,Available,31.5,10,2
161,CHERY,QQ,2009,800.0,Manual,Petrol,176000.0,Anuradapura,2025-02-05,No Leasing,USED,Not_Available,Available,Available,Available,12.75,16,1
162,CHERY,QQ,2006,812.0,Automatic,Petrol,209000.0,Homagama,2025-02-05,No Leasing,USED,Available,Available,Available,Available,11.3,19,1
163,CHERY,QQ,2011,798.0,Manual,Petrol,154000.0,Nittambuwa,2025-02-05,Ongoing Lease,USED,Available,Available,Available,Available,12.0375,14,2
164,CHERY,QQ,2010,812.0,Automatic,Petrol,165000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.375,15,2
165,CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Available,Available,Available,11.3,19,1
166,CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,12.6,18,1
167,CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,13.65,18,1
168,CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Gampaha,2025-02-03,No Leasing,USED,Available,Available,Available,Available,12.25,19,1
169,CHERY,QQ,2011,812.0,Manual,Petrol,154000.0,Malabe,2025-02-03,No Leasing,USED,Available,Available,Available,Available,14.9,14,2
170,CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Anuradapura,2025-02-01,No Leasing,USED,Not_Available,Available,Available,Available,13.2,19,1
171,CHERY,QQ,2006,798.0,Manual,Petrol,209000.0,Kurunegala,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,11.3,19,1
172,CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Galle,2025-02-01,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.5,19,1
173,CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-31,Ongoing Lease,USED,Available,Available,Available,Available,8.575000000000001,19,1
174,CHERY,QQ,2011,800.0,Manual,Petrol,154000.0,Kaduwela,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Available,15.5,14,2
